Time (Million Years),Number of Trapped Electrons
17.000170001700017,243893784284.678
17.040170401704017,244372777769.56625
17.080170801708018,244851376524.27545
17.12017120171202,245329580874.09283
17.160171601716016,245807391144.0374
17.200172001720016,246284807658.86035
17.240172401724017,246761830743.0449
17.280172801728018,247238460720.80682
17.32017320173202,247714697916.0946
17.36017360173602,248190542652.58957
17.40017400174002,248665995253.70618
17.440174401744017,249141056042.59216
17.480174801748017,249615725342.12894
17.520175201752018,250090003474.93155
17.56017560175602,250563890763.34906
17.60017600176002,251037387529.46472
17.64017640176402,251510494095.0962
17.68017680176802,251983210781.7958
17.720177201772017,252455537910.85065
17.760177601776018,252927475803.28293
17.80017800178002,253399024779.8501
17.84017840178402,253870185161.04507
17.88017880178802,254340957267.09653
17.920179201792017,254811341417.96896
17.960179601796018,255281337933.3631
18.000180001800018,255750947132.71597
18.04018040180402,256220169335.26163
18.08018080180802,256689004860.0043
18.12018120181202,257157454025.59982
18.160181601816017,257625517150.4406
18.200182001820018,258093194552.6567
18.24018240182402,258560486550.11594
18.28018280182802,259027393460.42416
18.32018320183202,259493915600.92548
18.36018360183602,259960053288.70248
18.40018400184002,260425806840.57642
18.440184401844018,260891176573.1074
18.48018480184802,261356162802.5947
18.52018520185202,261820765845.0769
18.56018560185602,262284986016.33206
18.60018600186002,262748823631.87802
18.64018640186402,263212279006.97263
18.68018680186802,263675352456.61377
18.72018720187202,264138044295.53983
18.76018760187602,264600354838.2298
18.80018800188002,265062284398.9034
18.84018840188402,265523833291.52145
18.88018880188802,265985001829.78592
18.920189201892022,266445790327.1403
18.960189601896023,266906199096.76965
19.000190001900016,267366228451.601
19.040190401904017,267825878704.30344
19.080190801908017,268285150167.28827
19.120191201912018,268744043152.70938
19.16019160191602,269202557972.4633
19.20019200192002,269660694938.18954
19.24019240192402,270118454361.27072
19.280192801928017,270575836552.83276
19.320193201932018,271032841823.74527
19.360193601936018,271489470484.62146
19.40019400194002,271945722845.8186
19.44019440194402,272401599217.4381
19.48019480194802,272857099909.32578
19.52019520195202,273312225231.07205
19.560195601956018,273766975492.01212
19.60019600196002,274221351001.22626
19.64019640196402,274675352067.53995
19.68019680196802,275128978999.52405
19.72019720197202,275582232105.49506
19.76019760197602,276035111693.51544
19.800198001980018,276487618071.3935
19.84019840198402,276939751546.6841
19.88019880198802,277391512426.68823
19.92019920199202,277842901018.45386
19.96019960199602,278293917628.7757
20.00020000200002,278744562564.19543
20.04020040200402,279194836131.0023
20.08020080200802,279644738635.23285
20.12020120201202,280094270382.6714
20.16020160201602,280543431678.85016
20.20020200202002,280992222829.0495
20.24020240202402,281440644138.2981
20.280202802028022,281888695911.3731
20.320203202032022,282336378452.8005
20.36020360203602,282783692066.855
20.40020400204002,283230637057.5607
20.44020440204402,283677213728.69104
20.48020480204802,284123422383.76886
20.520205202052022,284569263326.0668
20.560205602056023,285014736858.6074
20.600206002060023,285459843284.1636
20.64020640206402,285904582905.2583
20.68020680206802,286348956024.16547
20.72020720207202,286792962942.9094
20.760207602076022,287236603963.2657
20.800208002080023,287679879386.7608
20.840208402084023,288122789514.67285
20.880208802088024,288565334648.0313
20.92020920209202,289007515087.6176
20.960209602096022,289449331133.96515
21.000210002100022,289890783087.35944
21.040210402104023,290331871247.8383
21.080210802108024,290772595915.1923
21.120211202112024,291212957388.9648
21.160211602116025,291652955968.45197
21.200212002120022,292092591952.70325
21.24021240212402,292531865640.5216
21.28021280212802,292970777330.4635
21.32021320213202,293409327320.8391
21.36021360213602,293847515909.7481
21.40021400214002,294285343395.10565
21.44021440214402,294722810074.4961
21.48021480214802,295159916245.25385
21.52021520215202,295596662204.4683
21.56021560215602,296033048248.9839
21.60021600216002,296469074675.4006
21.64021640216402,296904741780.07367
21.680216802168022,297340049859.11444
21.72021720217202,297774999208.38995
21.76021760217602,298209590123.5236
21.80021800218002,298643822899.8951
21.84021840218402,299077697832.64056
21.880218802188022,299511215216.653
21.920219202192023,299944375346.5825
21.960219602196023,300377178516.83606
22.00022000220002,300809625021.5782
22.04022040220402,301241715154.73096
22.08022080220802,301673449209.9741
22.120221202212022,302104827480.7454
22.160221602216023,302535850260.24084
22.200222002220023,302966517841.4145
22.240222402224024,303396830516.9793
22.28022280222802,303826788579.40674
22.32022320223202,304256392320.92737
22.360223602236022,304685642033.53076
22.400224002240023,305114538008.9659
22.440224402244024,305543080538.74133
22.480224802248024,305971269914.12524
22.520225202252025,306399106426.1459
22.560225602256022,306826590365.59143
22.600226002260023,307253722023.0106
22.640226402264023,307680501688.7125
22.680226802268024,308106929652.767
22.720227202272024,308533006205.0049
22.760227602276025,308958731635.01794
22.800228002280026,309384106232.15936
22.840228402284023,309809130285.5437
22.880228802288023,310233804084.04755
22.920229202292024,310658127916.30896
22.960229602296025,311082102070.7283
23.000230002300025,311505726835.4681
23.040230402304026,311929002498.4535
23.080230802308023,312351929347.3721
23.120231202312024,312774507669.6746
23.160231602316024,313196737752.5746
23.200232002320025,313618619883.0489
23.240232402324025,314040154347.83777
23.280232802328026,314461341433.44525
23.320233202332027,314882181426.13904
23.360233602336024,315302674611.95087
23.400234002340024,315722821276.6768
23.440234402344025,316142621705.87714
23.480234802348026,316562076184.87683
23.520235202352026,316981184998.7657
23.560235602356027,317399948432.3983
23.600236002360027,317818366770.3948
23.64023640236402,318236440297.14014
23.68023680236802,318654169296.78534
23.720237202372022,319071554053.2468
23.760237602376023,319488594850.20715
23.800238002380024,319905291971.1148
23.840238402384024,320321645699.18475
23.880238802388025,320737656317.39844
