Time (Million Years),Number of Trapped Electrons
0.0,0.0
0.04000040000400004,680031102.1955395
0.08000080000800008,1359599762.0885565
0.12000120001200013,2038706294.1593256
0.16000160001600017,2717351012.670119
0.2000020000200002,3395534231.6623416
0.24000240002400025,4073256264.972059
0.28000280002800026,4750517426.220454
0.32000320003200033,5427318028.814892
0.3600036000360004,6103658385.949612
0.4000040000400004,6779538810.605949
0.44000440004400043,7454959615.556564
0.4800048000480005,8129921113.359516
0.5200052000520006,8804423616.358324
0.5600056000560005,9478467436.68384
0.6000060000600006,10152052886.254398
0.6400064000640007,10825180276.775963
0.6800068000680006,11497849919.742287
0.7200072000720008,12170062126.435045
0.7600076000760008,12841817207.924
0.8000080000800008,13513115475.067144
0.8400084000840009,14183957238.510849
0.8800088000880009,14854342808.690018
0.9200092000920009,15524272495.828228
0.960009600096001,16193746609.937893
1.000010000100001,16862765460.820398
1.0400104001040011,17531329358.06626
1.080010800108001,18199438611.05528
1.120011200112001,18867093528.957245
1.1600116001160012,19534294420.741577
1.2000120001200012,20201041595.163086
1.2400124001240012,20867335360.763435
1.2800128001280013,21533176025.874596
1.3200132001320015,22198563898.618988
1.3600136001360013,22863499286.909653
1.4000140001400014,23527982498.450413
1.4400144001440016,24192013840.73603
1.4800148001480014,24855593621.05236
1.5200152001520015,25518722146.476517
1.5600156001560017,26181399723.87702
1.6000160001600017,26843626659.913975
1.6400164001640016,27505403261.03922
1.6800168001680018,28166729833.496468
1.7200172001720018,28827606683.321503
1.7600176001760017,29488034116.342308
1.800018000180002,30148012438.179237
1.8400184001840019,30807541954.24404
1.880018800188002,31466622969.72704
1.920019200192002,32125255789.618595
1.960019600196002,32783440718.70559
2.000020000200002,33441178061.56769
2.040020400204002,34098468122.57749
2.0800208002080023,34755311205.900665
2.120021200212002,35411707615.496086
2.160021600216002,36067657655.11601
2.2000220002200024,36723161628.306206
2.240022400224002,37378219838.40608
2.2800228002280023,38032832588.548874
2.3200232002320025,38687000181.66173
2.3600236002360027,39340722920.465935
2.4000240002400024,39994001107.476974
2.4400244002440026,40646835045.00475
2.4800248002480023,41299225035.15369
2.5200252002520025,41951171379.82288
2.5600256002560027,42602674380.70572
2.600026000260003,43253734339.285446
2.640026400264003,43904351556.84339
2.6800268002680023,44554526334.457184
2.7200272002720025,45204258972.99975
2.7600276002760027,45853549773.13939
2.800028000280003,46502399035.33998
2.840028400284003,47150807059.861084
2.8800288002880032,47798774146.758095
