Time (Million Years),Number of Trapped Electrons
0.0,0.0
0.04000040000400004,680031101.8847852
0.08000080000800008,1359599760.8461046
0.12000120001200013,2038706291.3650742
0.16000160001600017,2717351007.70481
0.2000020000200002,3395534223.9075613
0.24000240002400025,4073256253.810235
0.28000280002800026,4750517411.034857
0.32000320003200033,5427318008.98963
0.3600036000360004,6103658360.869633
0.4000040000400004,6779538779.657043
0.44000440004400043,7454959578.125353
0.4800048000480005,8129921068.833458
0.5200052000520006,8804423564.125715
0.5600056000560005,9478467376.133808
0.6000060000600006,10152052816.776907
0.6400064000640007,10825180197.76181
0.6800068000680006,11497849830.583097
0.7200072000720008,12170062026.523285
0.7600076000760008,12841817096.652958
0.8000080000800008,13513115351.830944
0.8400084000840009,14183957102.704447
0.8800088000880009,14854342659.709192
0.9200092000920009,15524272333.069595
0.960009600096001,16193746432.798895
1.000010000100001,16862765268.699305
1.0400104001040011,17531329150.36217
1.080010800108001,18199438387.168118
1.120011200112001,18867093288.287766
1.1600116001160012,19534294162.69134
1.2000120001200012,20201041319.134468
1.2400124001240012,20867335066.15963
1.2800128001280013,21533175712.099617
1.3200132001320015,22198563565.077667
1.3600136001360013,22863498933.007645
1.4000140001400014,23527982123.59419
1.4400144001440016,24192013444.33288
1.4800148001480014,24855593202.51038
1.5200152001520015,25518721705.20463
1.5600156001560017,26181399259.284973
1.6000160001600017,26843626171.412315
1.6400164001640016,27505402748.039314
1.6800168001680018,28166729295.410503
1.7200172001720018,28827606119.56247
1.7600176001760017,29488033526.32402
1.800018000180002,30148011821.316322
1.8400184001840019,30807541309.95192
1.880018800188002,31466622297.421955
1.920019200192002,32125255088.717575
1.960019600196002,32783439988.62646
2.000020000200002,33441177301.7291
2.040020400204002,34098467332.398876
2.0800208002080023,34755310384.80228
2.120021200212002,35411706762.89897
2.160021600216002,36067656770.442024
2.2000220002200024,36723160710.978
2.240022400224002,37378218887.84711
2.2800228002280023,38032831604.18337
2.3200232002320025,38686999162.914764
2.3600236002360027,39340721866.76335
2.4000240002400024,39994000018.24542
2.4400244002440026,40646833919.67167
2.4800248002480023,41299223873.1473
2.5200252002520025,41951170180.57224
2.5600256002560027,42602673143.64065
2.600026000260003,43253733063.836555
2.640026400264003,43904350242.442085
2.6800268002680023,44554524980.53567
2.7200272002720025,45204257578.991005
2.7600276002760027,45853548338.4772
2.800028000280003,46502397559.458916
2.840028400284003,47150805542.1965
2.8800288002880032,47798772586.74614
2.920029200292003,48446298992.959984
2.9600296002960027,49093385060.48633
3.000030000300003,49740031088.7697
3.040030400304003,50386237377.05104
3.0800308003080032,51032004224.36782
3.1200312003120034,51677331929.5542
3.160031600316003,52322220791.24114
3.2000320003200033,52966671107.85662
3.240032400324003,53610683177.62566
3.2800328003280033,54254257298.570305
3.3200332003320034,54897393768.508125
3.3600336003360036,55540092885.055435
3.4000340003400034,56182354945.626495
3.4400344003440035,56824180247.433365
3.4800348003480037,57465569087.48598
3.5200352003520035,58106521762.592316
