Time (Million Years),Number of Trapped Electrons
0.0,0.0
0.04000040000400004,11915544.025169922
0.08000080000800008,11915544.025064984
0.12000120001200013,11915544.025064873
0.16000160001600017,11915544.025064759
0.2000020000200002,11915544.025064645
0.24000240002400025,11915544.025064534
0.28000280002800026,11915544.02506442
0.32000320003200033,11915544.025064418
0.3600036000360004,11915544.025064418
0.4000040000400004,11915544.025064416
0.44000440004400043,11915544.025064416
0.4800048000480005,11915544.025064416
0.5200052000520006,11915544.025064418
0.5600056000560005,11915544.025064418
0.6000060000600006,11915544.025064418
0.6400064000640007,11915544.025064418
0.6800068000680006,11915544.025064418
0.7200072000720008,11915544.025064418
0.7600076000760008,11915544.025064418
0.8000080000800008,11915544.025064418
0.8400084000840009,11915544.025064418
0.8800088000880009,11915544.025064418
0.9200092000920009,11915544.025064418
0.960009600096001,11915544.025064418
1.000010000100001,11915544.025064418
1.0400104001040011,11915544.025064418
1.080010800108001,11915544.025064418
1.120011200112001,11915544.025064418
1.1600116001160012,11915544.025064418
1.2000120001200012,11915544.025064416
1.2400124001240012,11915544.025064416
1.2800128001280013,11915544.025064416
1.3200132001320015,11915544.025064416
1.3600136001360013,11915544.025064416
1.4000140001400014,11915544.025064416
1.4400144001440016,11915544.025064416
1.4800148001480014,11915544.025064416
1.5200152001520015,11915544.025064416
1.5600156001560017,11915544.025064416
1.6000160001600017,11915544.025064416
1.6400164001640016,11915544.025064416
1.6800168001680018,11915544.025064416
1.7200172001720018,11915544.025064416
1.7600176001760017,11915544.025064416
1.800018000180002,11915544.025064416
1.8400184001840019,11915544.025064416
1.880018800188002,11915544.025064416
1.920019200192002,11915544.025064416
1.960019600196002,11915544.025064416
2.000020000200002,11915544.025064416
2.040020400204002,11915544.025064416
2.0800208002080023,11915544.025064416
2.120021200212002,11915544.025064416
2.160021600216002,11915544.025064416
2.2000220002200024,11915544.025064416
2.240022400224002,11915544.025064416
2.2800228002280023,11915544.025064416
2.3200232002320025,11915544.025064416
2.3600236002360027,11915544.025064416
2.4000240002400024,11915544.025064416
2.4400244002440026,11915544.025064416
2.4800248002480023,11915544.025064416
2.5200252002520025,11915544.025064416
2.5600256002560027,11915544.025064416
2.600026000260003,11915544.025064416
2.640026400264003,11915544.025064416
2.6800268002680023,11915544.025064414
2.7200272002720025,11915544.025064414
2.7600276002760027,11915544.025064414
2.800028000280003,11915544.025064414
